player_name,team,strict_wins,vorp,strict_wins_rank,vorp_rank,rank_delta,z_delta,percentile_delta,ws_48,win_shares
Jordan McLaughlin,SAS,3.532,0.2,458.0,219.0,239.0,-1.5873990162334812,0.47679324894514763,0.1,0.6
Tre Mann,CHA,3.492,-0.5,459.0,444.0,15.0,-0.9971148676270597,0.02320675105485237,-0.003,0.0
Isaiah Livers,PHX,3.49,0.0,460.0,282.0,178.0,-1.4385594773611392,0.3291139240506329,0.057,0.4
Dejounte Murray,NOP,3.449,0.3,461.0,195.0,266.0,-1.7292202745064318,0.5369198312236287,0.072,0.6
Oscar Tshiebwe,UTA,3.437,0.0,462.0,282.0,180.0,-1.4729083130183445,0.33333333333333326,0.141,1.3
Garrett Temple,TOR,3.4,-0.1,463.0,327.0,136.0,-1.4088580034032168,0.2331223628691983,-0.022,0.0
Chris Paul,LAC,3.3,-0.1,464.0,327.0,137.0,-1.4736671272847357,0.2352320675105486,0.017,0.1
Johni Broome,PHI,3.277,-0.2,465.0,379.0,86.0,-1.4005435403261948,0.15084388185654007,-0.212,-0.2
Bobi Klintman,DET,3.272,-0.1,466.0,327.0,139.0,-1.4918136819715608,0.23945147679324896,-0.043,-0.1
Elijah Harkless,UTA,3.21,-0.5,467.0,444.0,23.0,-1.1798765969729432,0.04008438818565396,0.005,0.1
Kyle Filipowski,UTA,2.995,0.4,468.0,182.0,286.0,-2.111483382379818,0.5907172995780592,0.082,3.1
Trey Murphy III,NOP,2.784,2.6,469.0,26.0,443.0,-4.184883713698199,0.9314345991561181,0.123,6.0
Joe Ingles,MIN,2.726,0.1,470.0,246.0,224.0,-2.021730869267234,0.4356540084388185,0.12,0.4
Taurean Prince,MIL,2.66,-0.2,471.0,379.0,92.0,-1.8004158346751669,0.1635021097046413,0.039,0.5
Trae Young,WAS,2.282,0.2,472.0,219.0,253.0,-2.3975130647524683,0.5063291139240507,0.202,0.4
Domantas Sabonis,SAC,1.955,0.4,473.0,182.0,291.0,-2.785498270747615,0.6012658227848102,0.095,1.1
Bismack Biyombo,SAS,1.053,-0.1,474.0,327.0,147.0,-2.929928140902467,0.25632911392405067,0.057,0.2
