rank,player_name,player_id,team,position,sim_mean_salary,sim_median_salary,sim_p25_salary,sim_p75_salary,sim_salary_std,sim_mean_score,fmv_band,projected_games,minutes,points,rebounds,assists,steals,blocks,turnovers,fg_pct,ft_pct,three_pt_pct,fta,fantasy_points,ceiling,floor,consistency,fga,fgm,tpa,tpm,ftm,usage_rate
189,Isaiah Hartenstein,1628392,OKC,PF,9456181.44,9518789.48,8846874.93,10094716.24,833495.81,0.6024,rotation,53,24.0,8.8,8.2,2.5,0.8,1.0,1.4,0.584,0.656,0.236,2.1,26.3,47.6,7.6,72,6.3,3.7,0.3,0.1,1.4,0.4
190,Khris Middleton,203114,DAL,SF,9436096.0,9518789.48,8846874.93,9998728.45,809732.63,0.5992,rotation,57,22.7,9.9,3.9,2.8,0.7,0.3,1.4,0.452,0.83,0.367,1.9,20.3,36.9,5.4,70,8.0,3.6,2.9,1.1,1.6,0.4
191,Marvin Bagley III,1628963,DAL,SF,9430832.67,9518789.48,8812212.67,10094716.24,851829.36,0.5854,rotation,54,19.1,8.9,4.8,1.2,0.5,0.5,0.9,0.538,0.711,0.368,2.0,18.6,33.4,5.0,61,6.5,3.5,1.4,0.5,1.4,0.4
192,Dejounte Murray,1627749,NOP,PG,9400628.51,9422801.69,8812212.67,9998728.45,827740.9,0.5533,rotation,35,26.9,14.0,4.3,4.9,1.3,0.2,2.3,0.444,0.831,0.334,2.7,28.8,51.1,8.5,80,11.6,5.2,4.4,1.5,2.2,0.4
193,Ajay Mitchell,1642349,OKC,PG,9364281.13,9422801.69,8750887.14,9998728.45,799944.43,0.541,rotation,55,21.9,9.8,2.7,2.7,0.9,0.2,1.2,0.463,0.828,0.356,1.9,19.3,35.5,4.6,72,7.8,3.6,2.8,1.0,1.6,0.4
194,Mark Williams,1631109,PHX,C,9343897.06,9326813.9,8732222.84,9998728.45,862430.38,0.5301,rotation,53,23.4,10.7,7.7,1.3,0.7,1.0,1.2,0.594,0.733,0.332,2.7,26.0,45.9,7.1,72,7.3,4.3,0.3,0.1,2.0,0.4
195,DeJon Jarreau,1630610,MEM,PG,9253415.23,9230826.1,8652233.02,9902740.66,834236.52,0.4654,rotation,27,21.5,8.8,3.3,2.8,0.9,0.4,1.5,0.427,0.804,0.312,1.7,19.1,34.5,5.2,78,7.5,3.2,3.3,1.0,1.4,0.4
196,Leaky Black,1641778,WAS,SF,9236382.73,9230826.1,8572243.19,9902740.66,857604.38,0.4621,rotation,33,28.9,12.9,5.7,2.5,1.0,0.7,1.6,0.458,0.776,0.353,2.9,26.9,41.6,13.0,61,10.3,4.7,3.5,1.2,2.3,0.5
197,Caris LeVert,1627747,DET,PG,9076605.72,9038850.52,8462923.76,9710765.07,841129.27,0.3673,rotation,59,22.2,9.3,2.6,3.0,0.9,0.4,1.3,0.432,0.742,0.351,1.8,19.5,35.6,5.3,78,7.8,3.4,3.4,1.2,1.3,0.4
198,Daniel Gafford,1629655,DAL,PF,9074803.28,9038850.52,8462923.76,9710765.07,895333.79,0.3669,rotation,57,22.2,9.9,6.0,1.3,0.7,1.1,1.1,0.596,0.702,0.365,2.5,23.4,41.9,6.3,68,6.6,3.9,0.9,0.3,1.8,0.4
199,Alex Sarr,1642259,WAS,C,8984574.75,8846874.93,8366935.97,9614777.28,853216.89,0.3162,rotation,52,24.4,11.9,6.7,1.9,0.7,1.4,1.5,0.478,0.679,0.321,2.5,27.7,48.9,7.4,65,9.9,4.7,2.4,0.8,1.7,0.4
200,Jake LaRavia,1631222,LAL,SF,8976021.17,8942862.72,8332273.71,9649439.53,893922.28,0.3196,rotation,65,22.4,8.3,4.1,1.7,0.9,0.4,1.1,0.455,0.745,0.348,2.0,18.6,34.2,4.6,61,6.5,3.0,2.6,0.9,1.5,0.4
201,Isaiah Jackson,1630543,LAC,SF,8921852.06,8812212.67,8332273.71,9518789.48,877656.12,0.2814,rotation,47,18.0,7.5,4.6,1.1,0.6,0.7,1.0,0.544,0.696,0.337,1.8,17.8,32.6,4.4,59,5.4,2.9,1.0,0.3,1.3,0.4
202,Day'Ron Sharpe,1630549,BKN,C,8886739.19,8812212.67,8270948.17,9518789.48,869244.57,0.2596,rotation,60,19.3,8.1,6.4,1.6,0.7,0.8,1.3,0.554,0.673,0.281,2.1,21.4,37.8,5.8,66,5.9,3.2,0.6,0.2,1.4,0.4
203,Tyler Burton,1631174,MEM,SF,8778712.93,8732222.84,8174960.38,9326813.9,881233.06,0.1969,rotation,29,22.0,9.0,4.3,1.3,0.7,0.5,1.0,0.451,0.753,0.346,1.8,18.7,33.2,5.5,66,7.2,3.3,3.0,1.1,1.4,0.4
204,Kentavious Caldwell-Pope,203484,MEM,PG,8729993.79,8654899.34,8174960.38,9326813.9,848652.62,0.1648,rotation,56,24.0,8.3,2.4,2.5,0.9,0.3,1.1,0.427,0.86,0.35,1.4,17.4,31.4,4.8,76,7.0,3.0,3.3,1.2,1.2,0.4
205,Isaiah Joe,1630198,OKC,PG,8608289.27,8572243.19,8078972.59,9201496.5,864931.43,0.0988,rotation,66,21.5,9.7,2.6,1.9,0.7,0.2,0.9,0.443,0.839,0.403,1.4,17.4,31.4,4.7,65,7.5,3.3,4.7,1.9,1.2,0.4
206,Mike Conley,201144,MIN,PG,8553309.6,8558911.55,8078972.59,9038850.52,846916.99,0.0828,rotation,60,21.3,7.0,2.2,3.4,0.8,0.2,1.0,0.405,0.869,0.379,1.1,16.9,30.4,4.3,71,5.8,2.4,3.5,1.3,1.0,0.4
207,Zaccharie Risacher,1642258,ATL,SF,8532613.56,8492253.36,8012314.4,9134838.31,887436.44,0.0639,rotation,65,22.3,9.6,4.0,1.2,0.7,0.5,1.0,0.459,0.697,0.356,1.7,19.0,34.9,4.5,67,8.0,3.7,3.2,1.2,1.2,0.4
208,Daniss Jenkins,1642450,DET,PG,8459094.91,8462923.76,7970319.74,8942862.72,901326.7,0.0148,rotation,51,20.9,9.0,2.5,3.2,0.8,0.2,1.4,0.422,0.811,0.364,1.9,18.6,34.5,4.6,52,7.6,3.2,2.9,1.1,1.6,0.4
209,Vít Krejčí,1630249,POR,PG,8401619.55,8412263.53,7932324.57,8846874.93,866104.06,-0.0002,rotation,56,21.7,8.1,2.5,2.2,0.7,0.3,1.0,0.45,0.778,0.39,1.1,16.6,30.3,4.2,67,6.5,2.9,3.7,1.5,0.9,0.4
210,Micah Potter,1630695,IND,C,8347274.47,8412263.53,7886997.0,8846874.93,896000.48,-0.0478,rotation,49,19.6,7.3,5.3,1.1,0.5,0.6,0.9,0.521,0.744,0.389,1.6,17.8,31.6,5.3,61,5.2,2.7,1.8,0.7,1.2,0.3
211,Jordan Poole,1629673,NOP,PG,8334468.09,8332273.71,7852334.74,8846874.93,876523.97,-0.0504,rotation,51,25.0,13.2,2.5,3.3,0.8,0.3,1.8,0.411,0.851,0.35,2.6,22.8,41.0,6.1,65,10.9,4.5,5.9,2.1,2.2,0.4
212,GG Jackson,1641713,MEM,SF,8320792.5,8366935.97,7886997.0,8812212.67,890379.61,-0.0592,rotation,52,20.9,10.0,4.1,1.3,0.6,0.6,1.2,0.455,0.733,0.341,2.2,19.0,34.9,4.5,61,8.1,3.7,3.1,1.1,1.6,0.4
213,John Poulakidas,1642967,DAL,PG,8210590.51,8270948.17,7692355.09,8732222.84,896470.99,-0.1224,rotation,29,21.2,9.0,2.7,2.3,0.8,0.3,1.1,0.437,0.797,0.37,1.5,17.6,32.3,4.2,60,7.4,3.2,3.7,1.4,1.2,0.4
214,Kristaps Porziņģis,204001,GSW,PF,8154624.3,8252283.88,7612365.26,8732222.84,890564.5,-0.1437,rotation,43,24.6,14.1,5.3,1.9,0.6,1.0,1.2,0.47,0.817,0.369,3.6,27.1,48.6,8.1,74,10.2,4.8,4.1,1.5,2.9,0.4
215,Tre Johnson,1642848,WAS,PG,8131328.59,8252283.88,7532375.43,8654899.34,930490.03,-0.162,rotation,60,22.6,10.2,2.8,2.3,0.7,0.3,1.4,0.423,0.812,0.352,1.6,18.6,34.5,4.1,76,8.9,3.8,4.1,1.4,1.3,0.4
216,Bogdan Bogdanović,203992,LAC,PG,8047352.61,8092304.22,7372395.78,8652233.02,944956.75,-0.201,rotation,42,22.4,9.2,2.6,2.6,0.7,0.2,1.2,0.417,0.834,0.361,1.3,17.7,31.9,4.9,57,7.9,3.3,4.2,1.5,1.1,0.4
217,Buddy Hield,1627741,ATL,PG,7899806.04,8078972.59,7292405.95,8558911.55,940702.45,-0.2809,rotation,58,20.4,8.8,2.6,2.1,0.8,0.2,1.1,0.428,0.812,0.365,0.9,17.0,30.7,4.7,58,7.5,3.2,4.4,1.6,0.8,0.4
218,Alex Caruso,1627936,OKC,PG,7874238.62,7982984.79,7132426.29,8492253.36,944432.04,-0.2795,rotation,56,20.8,7.5,2.8,2.5,1.2,0.4,1.0,0.433,0.801,0.346,1.2,18.2,33.2,4.8,73,6.3,2.7,3.2,1.1,0.9,0.4
219,Jamal Shead,1642347,TOR,PG,7857587.41,7932324.57,7192418.66,8492253.36,948461.95,-0.3063,rotation,73,21.4,7.7,2.1,3.8,0.8,0.2,1.4,0.408,0.781,0.336,1.4,17.7,32.5,4.2,69,6.8,2.8,3.0,1.0,1.1,0.4
220,Al Horford,201143,GSW,PF,7855731.64,8012314.4,7113762.0,8492253.36,983822.95,-0.3039,rotation,53,22.6,7.7,5.6,2.0,0.6,0.9,0.9,0.447,0.758,0.369,0.9,21.2,38.9,4.1,70,6.5,2.9,3.1,1.2,0.7,0.3
221,Derrick Jones Jr.,1627884,LAC,SF,7840890.86,7982984.79,7098430.62,8492253.36,964305.82,-0.2947,rotation,57,24.1,9.4,3.8,1.2,0.8,0.6,0.9,0.491,0.743,0.358,1.8,19.1,34.4,4.9,68,7.2,3.5,2.7,1.0,1.3,0.4
222,Oso Ighodaro,1642345,PHX,SF,7776539.05,7932324.57,7049770.14,8492253.36,951957.39,-0.3448,rotation,70,20.6,6.7,4.4,1.6,0.7,0.6,1.0,0.538,0.61,0.34,1.4,17.1,31.6,3.9,63,5.1,2.8,0.9,0.3,0.9,0.4
223,Jaylin Williams,1631119,OKC,SF,7743985.85,7886997.0,6985778.28,8412263.53,948466.81,-0.359,rotation,60,19.0,7.0,4.8,1.9,0.5,0.6,0.9,0.446,0.748,0.373,1.3,17.8,32.9,4.1,57,5.5,2.5,2.8,1.0,1.0,0.4
224,Moses Moody,1630541,GSW,PG,7548909.33,7532375.43,6892456.81,8252283.88,918865.87,-0.4596,rotation,61,22.5,9.9,2.9,1.8,0.8,0.4,1.0,0.439,0.781,0.379,1.7,18.6,34.2,4.4,62,7.9,3.5,4.2,1.6,1.4,0.4
225,Quinten Post,1642366,GSW,C,7371811.85,7292405.95,6732477.16,8112301.68,980697.16,-0.5338,rotation,60,19.2,8.0,5.0,1.3,0.5,0.7,1.0,0.485,0.697,0.361,1.4,18.6,33.0,5.4,65,6.4,3.1,2.5,0.9,0.9,0.4
226,Patrick Williams,1630172,CHI,SF,7338168.13,7212416.12,6732477.16,8092304.22,1018193.17,-0.5495,rotation,63,22.3,8.2,3.8,1.5,0.7,0.5,1.1,0.425,0.729,0.355,1.5,17.5,32.1,4.4,65,7.1,3.0,3.1,1.1,1.1,0.4
227,Keon Ellis,1631165,CLE,PG,7317688.07,7292405.95,6729810.83,8092304.22,1011989.14,-0.5579,rotation,66,21.6,7.7,2.3,1.8,1.0,0.5,0.9,0.446,0.786,0.382,1.2,16.9,30.4,4.5,59,6.1,2.7,3.3,1.3,1.0,0.4
228,Jarace Walker,1641716,IND,SF,7317288.12,7212416.12,6731810.58,8078972.59,985663.51,-0.5588,rotation,65,20.4,8.4,4.1,1.6,0.7,0.4,1.2,0.444,0.73,0.37,1.7,18.0,32.6,4.4,60,6.9,3.1,2.8,1.0,1.2,0.4
229,Walter Clayton Jr.,1642383,MEM,PG,7298706.48,7212416.12,6665818.97,8092304.22,1005197.57,-0.5628,rotation,65,21.1,8.4,2.4,3.2,0.7,0.3,1.5,0.414,0.84,0.332,1.7,17.6,32.3,4.1,66,7.1,2.9,3.3,1.1,1.4,0.4
230,Jalen Slawson,1641771,IND,SF,7297090.69,7212416.12,6729810.83,8078972.59,1011450.67,-0.5717,rotation,29,19.8,7.5,3.9,1.5,0.8,0.5,1.0,0.469,0.724,0.354,1.5,17.4,30.9,5.2,48,6.0,2.8,2.3,0.8,1.1,0.4
231,Ronald Holland II,1641842,DET,SF,7281865.96,7132426.29,6652487.33,8078972.59,1022547.85,-0.574,rotation,72,19.3,7.7,3.8,1.2,0.8,0.4,1.1,0.45,0.757,0.287,1.7,16.5,30.8,4.2,70,6.4,2.9,2.2,0.6,1.3,0.4
232,Jamir Watkins,1642364,WAS,SF,7218572.67,7132426.29,6652487.33,7982984.79,994094.68,-0.601,rotation,51,21.2,8.1,4.2,1.4,0.9,0.5,0.9,0.461,0.713,0.324,1.8,18.3,33.6,4.6,62,6.5,3.0,2.7,0.9,1.3,0.4
233,Will Riley,1642860,WAS,SF,7184600.99,7113762.0,6601827.1,7982984.79,1055133.66,-0.6124,rotation,69,21.4,9.1,3.6,1.6,0.7,0.3,1.1,0.448,0.764,0.328,2.0,17.7,33.0,4.5,53,7.4,3.3,2.8,0.9,1.6,0.4
234,Lonzo Ball,1628366,CLE,PG,7142243.71,7052436.47,6572497.5,7982984.79,1033696.55,-0.6422,rotation,43,21.7,7.4,3.2,3.1,1.1,0.3,1.3,0.391,0.79,0.331,1.1,18.7,33.7,5.1,70,6.6,2.6,4.0,1.3,0.9,0.4
235,Taylor Hendricks,1641707,MEM,SF,7114193.95,7052436.47,6563831.94,7932324.57,1042274.17,-0.6486,rotation,47,20.6,7.9,4.2,1.1,0.7,0.6,0.9,0.461,0.718,0.351,1.4,17.6,31.9,4.3,56,6.4,3.0,2.7,1.0,1.0,0.4
236,Jordan Clarkson,203903,NYK,PG,7064634.91,6985778.28,6473843.38,7886997.0,1037531.48,-0.6712,rotation,58,22.1,10.5,2.5,2.7,0.6,0.2,1.4,0.424,0.821,0.342,2.0,18.6,33.5,5.2,70,8.9,3.8,3.7,1.3,1.7,0.4
237,Collin Murray-Boyles,1642867,TOR,SF,7062016.58,7017774.21,6572497.5,7772344.91,1006456.72,-0.6771,rotation,58,21.3,8.3,4.5,1.5,0.8,0.7,1.0,0.507,0.692,0.343,1.8,19.3,36.0,4.9,58,6.4,3.2,1.8,0.6,1.2,0.4
238,Aaron Wiggins,1630598,OKC,PG,6967900.55,6972446.64,6409851.52,7692355.09,1056652.23,-0.7216,rotation,64,21.3,9.3,2.9,2.0,0.8,0.3,1.1,0.453,0.79,0.373,1.3,18.0,32.0,5.0,56,7.8,3.5,3.5,1.3,1.0,0.4
239,Jordan Goodwin,1630692,PHX,PG,6898717.35,6907121.61,6345859.66,7532375.43,1001242.13,-0.7457,rotation,58,21.2,7.9,3.7,2.3,1.1,0.2,1.1,0.419,0.776,0.363,1.1,18.7,33.2,5.1,66,7.1,3.0,3.2,1.2,0.8,0.4
240,Brice Sensabaugh,1641729,UTA,SF,6883532.61,6892456.81,6281867.79,7612365.26,1044798.32,-0.7578,rotation,64,21.4,10.7,3.7,1.5,0.7,0.3,1.4,0.455,0.794,0.366,1.9,18.9,34.3,4.6,60,8.5,3.9,3.9,1.4,1.5,0.4
241,Jalen Smith,1630188,CHI,PF,6871075.53,6892456.81,6281867.79,7552372.89,1030108.09,-0.7578,rotation,57,19.7,9.1,5.4,1.2,0.5,0.6,0.9,0.488,0.738,0.362,1.7,19.8,35.3,5.9,66,6.9,3.4,2.9,1.1,1.3,0.4
242,Jakob Poeltl,1627751,TOR,C,6833000.37,6857794.55,6201877.96,7612365.26,1040708.15,-0.7773,rotation,52,24.7,10.2,7.3,1.9,0.8,1.0,1.4,0.618,0.638,0.36,2.1,25.8,45.0,8.2,68,7.1,4.4,0.3,0.1,1.3,0.4
243,Corey Kispert,1630557,ATL,SF,6818863.5,6812466.98,6153884.07,7612365.26,1061802.67,-0.7833,rotation,59,22.3,10.0,3.3,1.6,0.5,0.3,1.0,0.469,0.773,0.369,1.8,17.6,31.6,4.7,64,7.7,3.6,3.9,1.4,1.4,0.4
244,Blake Hinson,1642396,UTA,SF,6733922.3,6793802.69,6089892.21,7452385.6,1063801.11,-0.8165,rotation,30,21.2,9.2,3.9,1.3,0.6,0.4,0.9,0.481,0.73,0.392,1.6,18.2,32.4,5.4,70,7.1,3.4,3.1,1.2,1.2,0.4
245,Ja'Kobe Walter,1642266,TOR,PG,6486623.09,6601827.1,5753934.93,7052436.47,1072852.4,-0.9324,rotation,65,21.0,8.3,2.8,1.8,0.9,0.2,1.0,0.428,0.789,0.371,1.5,16.7,31.2,3.5,65,6.8,2.9,3.4,1.2,1.2,0.4
246,Isaiah Collier,1642268,UTA,PG,6392979.0,6537835.24,5705941.03,7052436.47,1072156.67,-0.9693,rotation,60,23.7,9.7,2.8,4.8,0.9,0.3,2.0,0.451,0.735,0.311,2.4,21.8,40.7,4.6,61,7.9,3.6,2.4,0.8,1.8,0.4
247,Cam Spencer,1642285,MEM,PG,6385121.33,6537835.24,5625951.21,7049770.14,1073450.87,-0.9726,rotation,57,20.3,8.6,2.3,3.3,0.7,0.2,1.1,0.446,0.87,0.397,1.5,17.8,32.1,4.8,64,6.7,3.0,3.3,1.3,1.3,0.4
248,Neemias Queta,1629674,BOS,C,6384137.45,6537835.24,5641949.17,6985778.28,1031152.41,-0.972,rotation,62,20.3,7.9,6.2,1.2,0.6,1.0,0.9,0.593,0.69,0.295,1.9,20.9,37.2,6.1,65,5.5,3.3,0.3,0.1,1.3,0.4
249,Moussa Diabaté,1631217,CHA,SF,6235340.38,6345859.66,5373316.67,6921786.41,1059286.19,-1.0327,rotation,59,20.2,7.1,5.6,1.3,0.7,0.6,0.9,0.532,0.675,0.344,1.9,18.7,34.3,4.7,64,5.2,2.8,0.9,0.3,1.3,0.4
250,Danny Wolf,1642874,BKN,SF,6229397.13,6345859.66,5385981.72,6972446.64,1083777.88,-1.0359,rotation,59,21.0,8.6,4.5,1.7,0.6,0.5,1.1,0.437,0.743,0.332,1.8,18.9,34.7,4.5,63,7.2,3.1,2.9,1.0,1.4,0.4
251,Robert Williams III,1629057,POR,PF,6228706.55,6281867.79,5433975.62,6921786.41,1048857.53,-1.0442,rotation,47,19.6,7.2,6.6,1.1,0.6,1.3,1.0,0.608,0.682,0.368,1.4,21.4,37.9,6.3,70,4.9,3.0,0.5,0.2,1.0,0.3
252,Obi Toppin,1630167,IND,SF,6172321.72,6249871.86,5335321.5,6892456.81,1046316.25,-1.0574,rotation,49,20.0,10.0,4.3,1.7,0.6,0.3,1.0,0.504,0.809,0.366,1.7,19.4,34.9,5.1,66,7.4,3.7,3.3,1.2,1.4,0.4
253,Egor Dëmin,1642856,BKN,PG,6111153.5,6153884.07,5321989.86,6812466.98,1071003.83,-1.0856,rotation,55,23.0,9.4,2.9,2.9,0.8,0.3,1.5,0.415,0.793,0.368,1.5,19.1,35.3,4.2,67,7.9,3.3,4.4,1.6,1.2,0.4
254,Dru Smith,1630696,MIA,PG,6093694.39,6089892.21,5257998.0,6812466.98,1085594.89,-1.0939,rotation,47,19.6,7.3,2.6,2.4,1.2,0.3,1.1,0.441,0.809,0.379,1.4,17.2,31.1,4.7,64,5.9,2.6,2.6,1.0,1.1,0.4
255,Ziaire Williams,1630533,BKN,SF,6056291.15,6121888.14,5257998.0,6812466.98,1088769.07,-1.1084,rotation,56,22.2,9.2,3.7,1.3,0.9,0.4,1.1,0.436,0.793,0.339,2.0,18.5,33.9,4.6,68,7.4,3.2,3.4,1.2,1.6,0.4
256,Adem Bona,1641737,PHI,SF,6054795.34,6089892.21,5257998.0,6857794.55,1111016.01,-1.1127,rotation,65,18.7,6.5,4.3,0.8,0.5,0.9,0.9,0.529,0.703,0.343,1.7,16.2,29.8,3.7,66,4.7,2.5,1.0,0.3,1.2,0.4
257,Jose Alvarado,1630631,NYK,PG,6042935.51,6089892.21,5257998.0,6812466.98,1108301.2,-1.1178,rotation,62,21.4,8.5,2.5,3.1,1.0,0.2,1.2,0.416,0.788,0.361,1.2,18.5,33.4,5.1,62,7.3,3.0,3.9,1.4,0.9,0.4
258,Cole Anthony,1630175,MIL,PG,6017082.8,6025900.34,5191339.81,6798468.76,1111002.85,-1.1272,rotation,50,19.3,8.6,2.8,2.9,0.7,0.3,1.5,0.429,0.782,0.346,1.5,17.9,32.7,4.5,64,7.5,3.2,2.8,1.0,1.2,0.4
259,Justin Edwards,1642348,PHI,SF,5969803.48,5961908.48,5257998.0,6732477.16,1062196.19,-1.1466,rotation,59,20.4,8.1,3.3,1.3,0.8,0.4,0.9,0.459,0.736,0.358,1.3,16.7,30.2,4.1,55,6.6,3.0,2.8,1.0,1.0,0.4
260,Jay Huff,1630643,IND,C,5906462.2,5897916.62,5143345.91,6729810.83,1074993.14,-1.1723,rotation,65,17.6,7.4,4.2,1.0,0.4,1.1,0.8,0.513,0.73,0.346,1.3,17.8,31.7,5.3,61,5.5,2.8,2.2,0.8,1.0,0.3
261,Isaiah Stewart,1630191,DET,PF,5890013.63,5897916.62,5095352.02,6729810.83,1080348.24,-1.1915,rotation,58,22.5,8.7,5.0,1.3,0.5,1.0,1.1,0.507,0.741,0.349,1.9,20.1,36.8,5.0,67,6.5,3.3,2.0,0.7,1.4,0.4
262,Jock Landale,1629111,ATL,C,5797270.75,5705941.03,5095352.02,6601827.1,1057814.79,-1.215,rotation,61,19.2,7.7,5.2,1.3,0.5,0.6,0.9,0.523,0.671,0.374,1.6,18.4,32.1,5.9,62,5.9,3.1,1.3,0.5,1.1,0.4
263,Luke Kornet,1628436,SAS,PF,5733713.5,5641949.17,4999364.22,6537835.24,1042314.1,-1.2429,rotation,66,20.3,6.8,5.8,1.5,0.5,0.9,0.7,0.594,0.74,0.353,1.6,19.5,34.1,6.2,68,4.6,2.8,0.2,0.1,1.2,0.4
264,Zach Collins,1628380,CHI,PF,5726677.06,5641949.17,4951370.33,6652487.33,1109161.62,-1.2522,rotation,40,19.7,8.8,4.9,1.6,0.5,0.5,1.1,0.508,0.748,0.37,1.8,18.8,33.9,5.0,72,6.6,3.3,2.2,0.8,1.4,0.4
265,Caleb Love,1631126,POR,PG,5714905.23,5705941.03,4999364.22,6537835.24,1045686.19,-1.254,rotation,51,21.3,9.4,2.6,2.5,0.7,0.2,1.3,0.413,0.773,0.335,1.4,17.7,32.9,4.4,56,8.4,3.5,4.2,1.4,1.1,0.4
266,Precious Achiuwa,1630173,SAC,SF,5686748.81,5577957.31,4951370.33,6537835.24,1072963.37,-1.2662,rotation,66,22.2,8.5,5.6,1.3,0.8,0.6,1.0,0.499,0.64,0.319,1.7,20.4,36.2,6.1,55,7.0,3.5,1.5,0.5,1.1,0.4
267,Tyson Etienne,1630623,BKN,PG,5514637.36,5385981.72,4759394.74,6345859.66,1074351.26,-1.3385,rotation,33,20.1,8.7,2.2,2.3,0.7,0.2,1.1,0.426,0.81,0.374,1.6,16.4,29.5,4.4,57,7.0,3.0,3.7,1.4,1.3,0.4
268,Brandon Williams,1630314,DAL,PG,5451890.68,5335321.5,4711400.84,6233873.89,1052981.78,-1.3693,rotation,51,19.5,9.3,2.4,2.7,0.7,0.2,1.3,0.454,0.793,0.326,2.4,17.9,32.2,4.8,63,7.3,3.3,2.5,0.8,1.9,0.4
269,John Konchar,1629723,UTA,PG,5378747.98,5287327.6,4615413.05,6153884.07,1087955.48,-1.3965,rotation,55,19.7,5.8,3.5,2.1,1.0,0.4,0.8,0.441,0.795,0.343,1.0,16.6,29.6,4.8,48,4.8,2.1,2.3,0.8,0.8,0.4
270,Max Strus,1629622,CLE,SG,5315281.38,5257998.0,4615413.05,6025900.34,1036996.46,-1.4212,rotation,37,24.3,9.9,4.0,2.7,0.6,0.2,1.1,0.435,0.804,0.382,1.1,20.0,35.5,5.8,67,8.1,3.5,5.1,2.0,0.9,0.4
271,Vince Williams Jr.,1631246,UTA,PG,5282256.25,5239333.71,4567419.16,6025900.34,1053741.95,-1.4401,rotation,44,21.5,8.2,3.4,3.0,0.7,0.3,1.4,0.408,0.794,0.334,1.5,18.6,34.0,4.7,62,7.1,2.9,3.6,1.2,1.2,0.4
272,Dylan Cardwell,1642928,SAC,C,5282216.25,5239333.71,4519425.26,6025900.34,1077185.36,-1.4378,rotation,50,21.3,7.4,6.8,1.3,0.6,1.2,1.0,0.556,0.631,0.346,1.8,22.0,38.9,6.0,72,5.5,3.0,0.6,0.2,1.1,0.4
273,Dorian Finney-Smith,1627827,HOU,SF,5212870.41,5143345.91,4423437.47,5961908.48,1076090.38,-1.4706,rotation,48,22.4,6.8,3.7,1.4,0.7,0.3,0.9,0.426,0.754,0.351,0.9,15.4,28.0,4.3,78,5.8,2.5,3.2,1.1,0.7,0.4
274,Nikola Jović,1631107,MIA,SF,5212411.8,5191339.81,4519425.26,5897916.62,1048325.52,-1.4678,rotation,51,20.7,8.5,4.0,1.9,0.7,0.4,1.2,0.436,0.725,0.332,1.9,18.1,32.9,4.4,53,7.0,3.0,3.1,1.0,1.4,0.4
275,Yves Missi,1642274,NOP,C,5125678.83,5095352.02,4375443.57,5833924.76,1047343.94,-1.5001,rotation,64,22.2,7.9,6.6,1.3,0.5,1.2,1.1,0.542,0.633,0.321,2.1,21.8,39.1,5.8,67,5.9,3.2,0.3,0.1,1.4,0.4
276,Dominick Barlow,1631230,PHI,SF,5120540.81,5095352.02,4423437.47,5769932.9,1033330.79,-1.5087,rotation,56,19.3,7.1,4.1,1.1,0.6,0.6,0.7,0.494,0.709,0.314,1.6,16.5,30.0,4.0,59,5.5,2.7,1.4,0.4,1.2,0.4
277,Sharife Cooper,1630536,WAS,PG,5101151.28,5047358.12,4423437.47,5769932.9,1035793.32,-1.5197,rotation,46,20.0,8.6,2.5,2.7,0.7,0.2,1.3,0.461,0.804,0.363,1.6,16.9,31.4,4.2,60,6.8,3.2,2.7,1.0,1.3,0.4
278,Javonte Green,1629750,DET,PG,5046403.58,4999364.22,4327449.67,5641949.17,1055226.14,-1.5398,rotation,61,19.2,6.8,2.7,1.5,1.0,0.3,0.8,0.431,0.802,0.361,1.4,15.3,28.0,4.0,63,5.5,2.4,2.7,1.0,1.1,0.4
279,Simone Fontecchio,1631323,MIA,SF,5008885.68,4951370.33,4279455.78,5705941.03,1074227.94,-1.5563,rotation,66,19.7,8.2,3.6,1.3,0.6,0.3,0.9,0.438,0.793,0.37,1.5,16.2,29.1,4.8,61,6.6,2.9,3.5,1.3,1.2,0.4
280,Will Richard,1642954,GSW,PG,4993095.69,4951370.33,4327449.67,5577957.31,1032260.42,-1.5604,minimum,65,20.8,7.8,2.6,2.0,1.0,0.2,1.0,0.448,0.805,0.346,1.3,16.3,29.9,3.8,57,6.3,2.8,3.1,1.1,1.0,0.4
281,Quenton Jackson,1631245,IND,PG,4951695.62,4903376.43,4279455.78,5577957.31,1008572.32,-1.5816,minimum,44,19.1,8.4,2.3,2.5,0.7,0.2,1.1,0.45,0.81,0.363,1.8,16.6,29.5,4.6,51,6.6,3.0,2.6,0.9,1.5,0.4
282,Gary Trent Jr.,1629018,MIL,PG,4901792.63,4879379.48,4183467.98,5513965.45,1012128.85,-1.5999,minimum,64,23.1,9.6,2.0,1.8,0.8,0.1,0.8,0.418,0.802,0.379,1.3,16.6,29.5,4.6,62,8.2,3.4,4.6,1.8,1.0,0.4
283,Ausar Thompson,1641709,DET,SG,4896206.68,4855382.53,4183467.98,5449973.59,1004107.58,-1.6065,minimum,65,23.5,9.3,4.4,2.5,1.3,0.6,1.4,0.486,0.657,0.316,2.1,22.9,42.1,5.4,71,7.6,3.7,1.6,0.5,1.4,0.4
